cellid	pop
cell_1588	4
cell_1589	4
cell_1591	4
cell_1592	4
cell_1593	4
cell_1594	4
cell_1598	4
cell_1599	4
cell_1600	4
cell_1601	4
cell_1602	4
cell_1603	4
cell_1606	4
cell_1607	4
cell_1608	4
cell_1609	4
cell_1612	4
cell_1613	4
cell_1614	4
cell_1618	4
cell_1621	4
cell_1622	4
cell_1623	4
cell_1625	4
cell_1626	4
cell_1628	4
cell_1629	4
cell_1630	4
cell_1631	4
cell_1632	4
cell_1634	4
cell_1635	4
cell_1637	4
cell_1641	4
cell_1642	4
cell_1645	4
cell_1646	4
cell_1649	4
cell_1651	4
cell_1655	4
cell_1657	4
cell_1659	4
cell_1661	4
cell_1663	4
cell_1666	4
cell_1667	4
cell_1668	4
cell_1671	4
cell_1672	4
cell_1673	4
cell_1674	4
cell_1675	4
cell_1676	4
cell_1677	4
cell_1679	4
cell_1680	4
cell_1684	4
cell_1685	4
cell_1686	4
cell_1687	4
cell_1689	4
cell_1690	4
cell_1692	4
cell_1693	4
cell_1694	4
cell_1695	4
cell_1697	4
cell_1700	4
cell_1704	4
cell_1713	4
cell_1716	4
cell_1717	4
cell_1718	4
cell_1721	4
cell_1726	4
cell_1730	4
cell_1732	4
cell_1733	4
cell_1734	4
cell_1735	4
cell_1738	4
cell_1741	4
cell_1743	4
cell_1744	4
cell_1745	4
cell_1746	4
cell_1749	4
cell_1752	4
cell_1753	4
cell_1755	4
cell_1756	4
cell_1761	4
cell_1762	4
cell_1764	4
cell_1765	4
cell_1767	4
cell_1769	4
cell_1770	4
cell_1772	4
cell_1775	4
cell_1776	4
cell_1777	4
cell_1778	4
cell_1779	4
cell_1780	4
cell_1782	4
cell_1787	4
cell_1790	4
cell_1791	4
cell_1792	4
cell_1794	4
cell_1795	4
cell_1796	4
cell_1797	4
cell_1798	4
cell_1799	4
cell_1801	4
cell_1802	4
cell_1803	4
cell_1807	4
cell_1808	4
cell_1810	4
cell_1811	4
cell_1813	4
cell_1814	4
cell_1815	4
cell_1816	4
cell_1817	4
cell_1818	4
cell_1819	4
cell_1820	4
cell_1821	4
cell_1824	4
cell_1829	4
cell_1830	4
cell_1832	4
cell_1835	4
cell_1836	4
cell_1839	4
cell_1840	4
cell_1843	4
cell_1844	4
cell_1845	4
cell_1850	4
cell_1854	4
cell_1855	4
cell_1857	4
cell_1858	4
cell_1860	4
cell_1861	4
cell_1868	4
cell_1869	4
cell_1870	4
cell_1872	4
cell_1877	4
cell_1881	4
cell_1884	4
cell_1888	4
cell_1889	4
cell_1890	4
cell_1898	4
cell_1899	4
cell_1900	4
cell_1903	4
cell_1907	4
cell_1914	4
cell_1916	4
cell_1919	4
cell_1921	4
cell_1922	4
cell_1923	4
cell_1929	4
cell_1931	4
cell_1932	4
cell_1934	4
cell_1936	4
cell_1937	4
cell_1938	4
cell_1940	4
cell_1941	4
cell_1944	4
cell_1945	4
cell_1947	4
cell_1948	4
cell_1949	4
cell_1950	4
cell_1952	4
cell_1953	4
cell_1954	4
cell_1956	4
cell_1958	4
cell_1959	4
cell_1961	4
cell_1967	4
cell_1968	4
cell_1969	4
cell_1970	4
cell_1971	4
cell_1973	4
cell_1975	4
cell_1976	4
cell_1978	4
cell_1980	4
cell_1982	4
cell_1986	4
cell_1990	4
cell_1992	4
cell_1993	4
cell_1994	4
cell_1996	4
cell_1997	4
cell_1999	4
cell_2002	4
cell_2004	4
cell_2005	4
cell_2007	4
cell_2010	4
cell_2012	4
cell_2014	4
cell_2015	4
cell_2017	4
cell_2019	4
cell_2020	4
cell_2021	4
cell_2022	4
cell_2023	4
cell_2025	4
cell_2027	4
cell_2028	4
cell_2029	4
cell_2032	4
cell_2033	4
cell_2035	4
cell_2036	4
cell_2037	4
cell_2040	4
cell_2042	4
cell_2044	4
cell_2045	4
cell_2046	4
cell_2047	4
cell_2048	4
cell_2050	4
cell_2051	4
cell_2052	4
cell_2055	4
cell_2056	4
cell_2060	4
cell_2061	4
cell_2063	4
cell_2065	4
cell_2067	4
cell_2068	4
cell_2070	4
cell_2071	4
cell_2072	4
cell_2073	4
cell_2076	4
cell_2078	4
cell_2080	4
cell_2082	4
cell_2084	4
cell_2086	4
cell_2087	4
cell_2089	4
cell_2090	4
cell_2091	4
cell_2092	4
cell_2093	4
cell_2094	4
cell_2096	4
cell_2098	4
cell_2101	4
cell_2102	4
cell_2104	4
cell_2106	4
cell_2107	4
cell_2110	4
cell_2113	4
cell_2114	4
cell_2119	4
cell_2120	4
cell_2122	4
cell_2123	4
cell_2131	4
cell_2133	4
cell_2134	4
cell_2137	4
cell_2141	4
cell_2142	4
cell_2146	4
cell_2150	4
cell_2152	4
cell_2153	4
cell_2156	4
cell_2157	4
cell_2162	4
cell_2164	4
cell_2169	4
cell_2171	4
cell_2172	4
cell_2177	4
cell_2178	4
cell_2179	4
cell_2180	4
cell_2181	4
cell_2182	4
cell_2183	4
cell_2184	4
cell_2186	4
cell_2189	4
cell_2192	4
cell_2193	4
cell_2194	4
cell_2195	4
cell_2196	4
cell_2198	4
cell_2199	4
cell_2201	4
cell_2202	4
cell_2205	4
cell_2206	4
cell_2207	4
cell_2210	4
cell_2211	4
cell_2213	4
cell_2214	4
cell_2215	4
cell_2221	4
cell_2222	4
cell_2223	4
cell_2224	4
cell_2228	4
cell_2229	4
cell_2231	4
cell_2232	4
cell_2233	4
cell_2234	4
cell_2237	4
cell_2239	4
cell_2240	4
cell_2241	4
cell_2243	4
cell_2246	4
cell_2249	4
cell_2250	4
cell_2253	4
cell_2254	4
cell_2258	4
cell_2259	4
cell_2260	4
cell_2261	4
cell_2262	4
cell_2263	4
cell_2265	4
cell_2266	4
cell_2268	4
cell_2269	4
cell_2270	4
cell_2271	4
cell_2276	5
cell_2277	5
cell_2278	5
cell_2282	5
cell_2284	5
cell_2287	5
cell_2288	5
cell_2293	5
cell_2294	5
cell_2296	5
cell_2299	5
cell_2301	5
cell_2304	5
cell_2305	5
cell_2306	5
cell_2310	5
cell_2311	5
cell_2313	5
cell_2319	5
cell_2322	5
cell_2325	5
cell_2326	5
cell_2327	5
cell_2328	5
cell_2330	5
cell_2331	5
cell_2332	5
cell_2333	5
cell_2334	5
cell_2336	5
cell_2338	5
cell_2339	5
cell_2341	5
cell_2343	5
cell_2345	5
cell_2351	5
cell_2353	5
cell_2356	5
cell_2357	5
cell_2358	5
cell_2359	5
cell_2360	5
cell_2361	5
cell_2362	5
cell_2363	5
cell_2364	5
cell_2365	5
cell_2366	5
cell_2369	5
cell_2372	5
cell_2376	5
cell_2377	5
cell_2378	5
cell_2380	5
cell_2382	5
cell_2383	5
cell_2389	5
cell_2390	5
cell_2391	5
cell_2392	5
cell_2393	5
cell_2401	5
cell_2402	5
cell_2403	5
cell_2405	5
cell_2408	5
cell_2409	5
cell_2411	5
cell_2414	5
cell_2416	5
cell_2417	5
cell_2418	5
cell_2423	5
cell_2427	5
cell_2428	5
cell_2429	5
cell_2433	5
cell_2434	5
cell_2440	5
cell_2441	5
cell_2443	5
cell_2444	5
cell_2446	5
cell_2447	5
cell_2448	5
cell_2450	5
cell_2451	5
cell_2455	5
cell_2457	5
cell_2460	5
cell_2461	5
cell_2463	5
cell_2469	5
cell_2475	5
cell_2477	5
cell_2479	5
cell_2480	5
cell_2482	5
cell_2484	5
cell_2490	5
cell_2491	5
cell_2492	5
cell_2493	5
cell_2494	5
cell_2496	5
cell_2497	5
cell_2498	5
cell_2499	5
cell_2501	5
cell_2506	5
cell_2507	5
cell_2509	5
cell_2510	5
cell_2511	5
cell_2512	5
cell_2514	5
cell_2516	5
cell_2520	5
cell_2523	5
cell_2524	5
cell_2529	5
cell_2530	5
cell_2534	5
cell_2536	5
cell_2538	5
cell_2540	5
cell_2541	5
cell_2542	5
cell_2543	5
cell_2547	5
cell_2548	5
cell_2550	5
cell_2551	5
cell_2558	5
cell_2559	5
cell_2560	5
cell_2561	5
cell_2567	5
cell_2570	5
cell_2572	5
cell_2573	5
cell_2576	5
cell_2577	5
cell_2579	5
cell_2580	5
cell_2581	5
cell_2588	5
cell_2589	5
cell_2592	5
cell_2594	5
cell_2597	5
cell_2598	5
cell_2599	5
cell_2601	5
cell_2604	5
cell_2607	5
cell_2614	5
cell_2618	5
cell_2621	5
cell_2623	5
cell_2624	5
cell_2628	5
cell_2629	5
cell_2630	5
cell_2633	5
cell_2635	5
cell_2636	5
cell_2637	5
cell_2638	5
cell_2643	5
cell_2648	5
cell_2649	5
cell_2653	5
cell_2654	5
cell_2656	5
cell_2658	5
cell_2662	5
cell_2665	5
cell_2666	5
cell_2669	5
cell_2672	5
cell_2673	5
cell_2674	5
cell_2675	5
cell_2676	5
cell_2677	5
cell_2678	5
cell_2680	5
cell_2681	5
cell_2682	5
cell_2683	5
cell_2684	5
cell_2685	5
cell_2691	5
cell_2692	5
cell_2693	5
cell_2694	5
cell_2696	5
cell_2699	5
cell_2701	5
cell_2704	5
cell_2706	5
cell_2709	5
cell_2712	5
cell_2715	5
cell_2716	5
cell_2720	5
cell_2721	5
cell_2723	5
cell_2728	5
cell_2729	5
cell_2730	5
cell_2733	5
cell_2737	5
cell_2738	5
cell_2739	5
cell_2741	5
cell_2743	5
cell_2745	5
cell_2746	5
cell_2747	5
cell_2749	5
cell_2750	5
cell_2751	5
cell_2753	5
cell_2754	5
cell_2755	5
cell_2756	5
cell_2764	5
cell_2765	5
cell_2766	5
cell_2767	5
cell_2769	5
cell_2771	5
cell_2775	5
cell_2776	5
cell_2778	5
cell_2781	5
cell_2782	5
cell_2786	5
cell_2788	5
cell_2789	5
cell_2790	5
cell_2791	5
cell_2792	5
cell_2793	5
cell_2795	5
cell_2796	5
cell_2797	5
cell_2802	5
cell_2803	5
cell_2807	5
cell_2808	5
cell_2809	5
cell_2811	5
cell_2812	5
cell_2816	5
cell_2819	5
cell_2822	5
cell_2823	5
cell_2824	5
cell_2825	5
cell_2827	5
cell_2828	5
cell_2833	5
cell_2837	5
cell_2839	5
cell_2840	5
cell_2841	5
cell_2842	5
cell_2845	5
cell_2846	5
cell_2847	5
cell_2850	5
cell_2852	5
cell_2854	5
cell_2856	5
cell_2860	5
cell_2861	5
cell_2863	5
cell_2864	5
cell_2866	5
cell_2873	5
cell_2874	5
cell_2875	5
cell_2876	5
cell_2877	5
cell_2878	5
cell_2881	5
cell_2882	5
cell_2883	5
cell_2884	5
cell_2885	5
cell_2888	5
cell_2893	5
cell_2894	5
cell_2895	5
cell_2897	5
cell_2898	5
cell_2899	5
cell_2901	5
cell_2904	5
cell_2905	5
cell_2906	5
cell_2910	5
cell_2911	5
cell_2917	5
cell_2918	5
cell_2920	5
cell_2923	5
cell_2925	5
cell_2928	5
cell_2930	5
cell_2931	5
cell_2934	5
cell_2936	5
cell_2938	5
cell_2943	5
cell_2945	5
cell_2947	5
cell_2950	5
cell_2953	5
cell_2954	5
cell_2957	5
cell_2959	5
cell_2961	5
cell_2962	5
cell_2963	5
cell_2964	5
cell_2966	5
cell_2976	5
cell_2977	5
cell_2978	5
cell_2981	5
cell_2982	5
cell_2988	5
cell_2989	5
cell_2990	5
cell_2991	5
cell_2992	5
cell_2993	5
cell_2997	5
cell_2998	5
cell_3000	5
